cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
,,,,n,,,b,,,,s,,,w,p,,,,,a,,e
,s,,t,,,,,,,e,,s,,w,p,,,,,,,p
,f,n,,,f,,,,,,,,,w,p,,,,,s,,e
f,,,,,,,,,t,?,,k,,w,,,,,w,v,,p
f,,n,,f,f,,,,,,,k,,,p,,,,,,,p
f,,,,f,,,,,t,,f,,,,p,,o,,,,,p
f,,g,,,f,c,,,,,k,,n,n,,,o,,h,,,p
,,,,,f,,b,,,,,s,g,,,,,p,k,y,,e
f,,,f,f,,,,,,b,,,,,,w,,l,,,,p
,,,t,a,,c,,,e,,,,,w,,,,,,,p,e
,,,,,,,,,,,,,,g,,w,,,,,,e
,,,f,,,,b,,e,,k,k,,,p,,o,,h,y,,p
x,,,,s,,,,,,,k,,,,,w,o,e,,,,p
b,,n,f,n,,,b,,,?,,,,,p,,,p,,,,e
,,e,,s,f,,,,t,?,k,,,,p,,,e,,,,p
,,,f,,,c,n,,,,,,,p,,,,,,v,,p
f,y,y,,,,,,n,,,,y,,w,,w,,,,s,g,e
,,,t,,,,,p,,,s,,,w,,,,,,,,e
b,y,b,t,n,,,,r,,b,,,,,,,,,,,,p
f,,,,,,,,,,b,,,,,,,,,r,,g,p
f,y,,,,,,,,,,s,,,,,,,p,k,,d,e
,,g,,f,,c,,h,e,b,,,,b,,,,,,,p,p
f,f,y,,,,,,p,,,,k,,,,,,l,h,y,,p
,s,e,f,s,f,c,,b,,,,,,,p,w,,,w,v,d,p
,,,,,,,,,,,s,,,w,,,,e,,s,,e
x,y,e,,,,,,,t,b,,,,,p,w,o,,,,d,e
,,,t,,f,,,k,,,,,w,,,,,,n,v,,p
,,,,,,,,,e,,,s,,o,p,,o,p,,,,e
x,,g,,,,,,n,,b,,,w,w,p,,,p,,,,p
,y,,,,f,,,,,,,,w,w,,w,,,,,,e
,s,,,,,,,,,?,,,,,,,,,,,,p
,,,,,f,,n,,t,,,,,p,p,,o,e,w,,,p
f,y,,,n,,c,,,,,,,,,p,w,,,,,,e
,,y,,a,,,,n,,r,s,,,,p,,o,,,y,,e
,,,,,,c,,,,c,,,,,,w,,,w,,,p
,,y,,,,,,,e,,,,,,,w,,,,,,p
,,,,,f,,b,p,,,,,g,p,,,o,,k,,,e
,,n,f,,f,,,b,,?,k,,p,,p,w,o,,w,,,p
,y,,,f,,c,,,,,,,w,,,w,,,,,,p
,y,n,,,,,b,,,,,,,w,,,,,,y,,e
x,,g,f,f,,c,,,,b,,,n,,p,,,,h,v,p,p
x,y,e,,,,c,,,,,,s,,,,,,,n,,,e
,y,,f,f,,c,,h,,,k,k,,,,,,,h,,,p
b,,,,l,,,,w,e,,,s,,,p,,,p,,,,e
,,p,,c,,,,,,b,s,,,w,,,o,,,v,,p
,,,,,,,n,,,?,s,,,,p,w,,e,w,,,p
x,,,,,,,b,,,,s,,,,,w,,e,,,,e
,,,f,,a,,b,,,?,s,,o,o,,,,,n,,l,e
f,f,,t,,,,b,,,,,s,,,,w,,p,k,v,,e
,,,,,,,,,,b,k,k,,,p,w,,,h,,g,p
,,w,,,f,,n,,,,,,,,,w,,p,,,d,e
f,,,,n,f,c,,,t,,s,,,,,,o,,,,,e
x,,y,,,,c,,,e,c,,,w,,,,,,,n,,e
x,,,f,,f,,,,,,k,,,w,p,,,,,,,p
,,,,,f,,,,,,,,w,w,,,o,,,a,,e
,,,t,,,,,,,,,,,p,,,,,,,,e
,,,,a,,c,b,,,c,s,,w,,,w,o,,k,n,m,e
x,f,,,f,,,,,,,,,,,,,o,,,,,p
f,,,,,f,,,,,,,s,,w,p,w,o,,,,,p
,,w,,,,c,,,e,c,,,,,,,o,,n,,,e
,y,,,,f,,,b,,,,s,w,,,,,,,v,,p
,,,f,,f,,,,e,b,k,,n,,,,,l,,v,d,p
,,g,,,f,,,,,,,k,,,p,w,,,,y,,p
,,y,,,,,,,,,k,,,,,,,,,,,p
,,,,,f,c,b,,,c,s,s,w,,,,,,,,g,e
,,e,,,,,n,,,,s,k,w,p,,,,,,,p,p
,,,,s,,,,,,,,,,,,,,,w,v,,p
,,,,,,,b,,,b,s,,,,,,o,p,k,,d,e
,,,,,f,c,b,,e,b,,,,,,w,o,,,,,p
,,,,,f,c,,,t,?,,,,,p,,o,,,,,p
f,s,n,,,,c,,,e,,,,,e,,,,,,c,,e
,,w,t,l,,,,g,,c,,,,,,,o,p,,,g,e
,,,f,,,c,,,,,,,,p,,w,,,,,,p
,,,,n,f,,,,t,,s,s,g,p,,,,,,v,,e
,,e,f,,f,,n,b,t,,,,,p,,,o,,,,,p
f,,n,f,y,,c,,,,?,k,,,w,p,w,,,w,,,p
,f,,,,,,b,,t,b,,,,g,,,,,,y,,e
,,,,,,,b,,,,,,,,p,w,,p,,y,d,e
,,,,y,f,c,n,,t,,s,s,p,,,,o,,,v,d,p
,y,,,,,,,,,b,s,,,,,,,,n,,,e
,,y,,l,,,,,,,,y,,,p,,o,,,,p,e
,,,t,,,c,,w,,,,,,,p,w,,,k,,u,p
,s,,,,,,,,t,,,,,,,,o,p,h,,,p
,,g,f,,f,c,b,,,b,k,,,,,,,,,,,p
k,,g,f,,f,,b,,,?,,,,,,w,t,p,,s,,e
,y,,,,f,c,,,e,,,s,w,w,,,,,,,,p
,,,t,,f,,,,,,,,,,,w,,p,,n,m,e
x,,,,,,c,,w,,,,,,w,,,,p,k,y,,e
,,,,,,,,,,b,s,s,,g,p,,o,p,,,d,e
f,,n,f,,,w,,p,t,,,,,w,,,,,,a,g,e
,y,,t,,,,,,t,,,,,g,,,o,,n,,,e
x,s,,t,n,,,,,,,,s,,w,,,,,w,,p,e
,f,,,,,w,,,,,s,s,w,,,,,,w,,,e
x,,,,y,,c,,,,?,,k,w,w,,,,,,,,p
,,,f,,f,,,,,,,,,,,w,,l,,,,p
,,e,,,,,n,,,?,,,,,p,w,,e,w,,,p
,,g,,,f,c,,,,b,,s,w,p,p,,,,k,v,d,e
f,,,t,,,,,p,,,,,,,,,o,p,,,,e
,f,,,,,,b,p,,,s,,g,p,,,,,n,,,e
x,,,,,,,b,,,,f,,w,,,w,,,n,s,g,e
b,y,,,a,,,,,,,s,,,,,,,,,,m,e
,s,n,,p,f,,,,,,,s,,,,,o,p,,,,p
x,s,g,,n,,,b,,,,,s,,,,w,,,,v,,e
f,,,,,,,,,,e,s,s,,w,,,o,,,v,,p
,,n,f,,f,,,y,,,,,c,c,,w,,,,,,p
,f,,,n,,,,,,,s,,,,,,o,,,y,,e
,s,,,,,,,,,,,,,,p,,,,,,,p
,,e,,,f,c,,,,,,s,g,,,w,o,,,,,e
x,,,,,f,,,,,,s,,p,p,,,,,,,p,p
,f,n,,n,f,,,w,,,,s,,,,,,p,n,v,,e
,,,t,f,,,b,p,,,,,,,,,,,,,g,p
,,e,,,,,,,,,s,s,,,,,,e,,c,,e
,,,,a,,c,,,,,,s,,,p,w,,,,,g,e
,,,,,,,,,,e,s,,w,,,w,o,e,,,g,e
x,,,,n,f,,b,,,,,,w,,p,,,,,,w,e
,y,,,a,,,b,,,,,,,,,w,,,,y,,e
f,s,,,,,,,o,e,,s,,,,,,o,,,c,,e
,,,,,f,,,e,,,s,,,,,w,,,,,w,e
,f,,,c,,,n,,,,,,w,,,,,,k,,,p
,,,,,,,,,,,,,w,,,,,p,,,,e
,,g,,n,,c,,w,,,,,,w,,w,,p,,,d,e
,,,,,,,,o,e,,,,,,,,,,,c,,e
x,,w,t,l,f,,n,w,t,,,,,,p,,,,n,,d,e
,,g,f,,f,c,b,,,b,,,,p,,,,l,h,,,p
k,s,,,y,,,n,,,,,,,,p,w,,,w,v,d,p
f,y,,,,f,c,,,e,r,,,,w,,,,p,,,,e
,,,,n,f,w,,,,,,,,,,,,,,s,,e
,,n,,,f,c,,,,,,,,w,,,,,,,g,p
,y,,,,,,,,,,k,s,w,,,,,,,,d,p
,,,,,,c,b,,,,s,,g,,,,o,,n,,,e
,y,,,,,c,b,,,,,,,w,,,,,n,y,,e
,,w,f,,f,c,n,,,,s,s,,,,w,o,,,,,p
,,,,,,c,,,,,,s,p,,,,o,p,,,,e
x,s,,,,,c,,,,,,,p,p,p,,o,,w,,,p
x,,,f,,,,,g,,,,k,,,,,,,,,g,e
,,,,s,,,n,,,?,,,w,w,p,,o,,,,p,p
x,s,,f,,f,,n,b,t,?,,,,w,p,,o,,,,,p
x,s,,,,f,,,,,,f,f,,,,,o,,,,,e
,,,,,f,c,,b,,,,,,,p,,,e,w,,p,p
,,,f,n,,c,,,,,,,,,,n,,,,,,e
f,,,t,,,c,,,,,s,,,,,w,,,,v,d,e
,,,f,,,,,b,t,?,s,,,p,,,,,,v,l,p
,y,,,,,c,,,e,,,,,,p,w,,e,,,,e
f,y,,,,,,,p,t,b,,,,,,w,o,,k,v,,e
,s,,,,f,,n,b,,,,s,p,w,p,,,,w,,,p
,,,,n,,,b,,,,s,f,,,,w,,,k,a,,e
x,,,,,,,n,n,t,,,,w,,p,,,,,,d,e
,s,,,,f,,,,e,,,,,w,p,,o,,,,,e
,y,,t,,,,b,,,,s,s,,,,,,,,,,e
,,,,,,,n,b,t,,,k,,,p,,o,,w,,,p
,,,,n,,,b,k,,,,,,,,,o,,,a,,e
,f,,,n,,,,,,,,y,,,,,o,,,v,,p
f,,,,f,,,b,,,,,,n,,,w,,,,,d,p
,,g,,,f,w,b,,e,?,s,s,,w,,,,,,s,g,e
f,,,,n,f,,,,,b,,,w,,,,,,,y,d,e
x,,,,f,,,,g,e,b,,,,,,,o,,,,,p
,,,,,,,b,,e,,s,,,,p,w,,p,,y,,e
,,,,,f,c,,,e,,k,,,n,p,w,,,,,,p
,,,t,,,,,,,,s,s,,,p,,,,,s,,p
k,,p,,,,,,,e,?,s,,,,,w,t,e,,c,,e
x,f,,,,,c,,,,,,,p,b,,,,,,v,,p
,f,,,n,,,b,n,,,,f,,,p,,o,e,,,,e
x,,g,,f,,c,,,,b,,,,,,,o,,h,,,p
,,,,,,w,,,,,f,,,w,p,,,,n,s,,e
k,s,w,,,,,b,,,?,,,,,,,,p,,,,e
,,,f,,,,,b,,?,,k,,,,,,,,,,p
,,,,c,,,,,e,,s,,,w,p,,,,,,,p
f,f,y,,,f,c,,,e,b,k,,b,,,,,,,v,,p
x,,e,,,,,,,,,s,,,,p,,,p,,,,e
f,,,,,,c,b,,t,,,,,,,,o,,h,,,p
f,f,,f,,,w,b,,,,,s,,,,,o,,k,s,,e
x,,w,t,l,f,,,g,e,,s,,,,p,w,,,,,,e
,,y,,,,,b,,,b,,,,,,w,,,h,y,,p
x,,,t,,,,b,,,,,s,,,,,o,,k,,,e
f,,n,,p,,,,,,e,s,,,,p,,,p,n,v,,p
x,s,,,,,,,,,?,k,,w,,,,o,,,v,,p
,,,t,n,f,c,,u,t,,s,,p,w,p,,,,,,,e
,y,e,,f,f,c,,,,,,,w,,,,,,,,,p
,f,,,f,f,,b,p,,b,k,,,,,w,,,h,,,p
,y,,t,,,,b,,,,,,,,p,,,,,,d,e
,y,,,,,,,,,b,,,,,,,,,n,,,e
,y,,,,,c,b,p,,b,,k,,,p,w,,,,,,p
b,,w,f,,f,,b,,,?,k,,w,,,,t,p,,,g,e
,y,,,f,f,c,,,,,k,k,,,p,,o,l,h,,,p
,y,,f,y,f,,,b,,?,k,s,,,,,,,,,,p
,,g,,n,,c,b,,,b,,,p,,,,,p,,v,,e
,,,,,,,b,,,,,,b,,,,,,,,,p
f,f,,f,,f,c,b,,e,,,,b,,,,,,,y,,p
,,,f,,,c,,,,,k,,,,,,,,h,,,p
,,,,,,,b,w,,,,s,,p,,,,,,y,,e
x,s,,,,,c,,p,e,e,,,,w,p,,o,p,,v,u,p
,,,f,,f,c,,w,,,,,w,,,w,,,,,,p
,,e,,,f,,,,,,,,,,p,w,o,,w,,p,p
,y,,,n,,,,,,,,,w,w,p,,o,,,,,e
f,,y,,f,,,,h,,,,k,,,,,,l,,y,p,p
b,f,,,,,,,g,e,?,,,,w,,,,,,,,e
,f,w,,,,,,,,,s,s,,w,,,,,,,,e
x,,,,,,,n,,t,,,,w,,,,o,p,n,v,d,e
,,,,,a,,,,,,,s,,o,,,,p,,,,e
,,n,,,,c,,n,e,?,s,,,o,p,,,p,n,,,e
,,,,,,,,,,,k,,,,,w,,l,,v,g,p
x,,,,f,,,,h,e,,,,p,n,p,,,,,,,p
x,,,f,,f,c,,,,?,s,,,,p,w,o,,w,,,p
,f,g,f,,f,c,,g,,,k,,,,,,,,,y,,p
,y,,f,s,,,n,,,,s,,p,,p,w,,,,,,p
f,,,t,n,f,c,,,,,s,s,w,,p,,o,p,k,,,e
,,y,,,,,b,,,,,,,,,w,o,,n,n,,e
,,n,f,f,,,n,b,,,s,,,,,,o,,,,p,p
,,,,,f,,,n,,b,,s,,w,,w,o,,n,v,d,e
,,w,,,f,,n,,e,,,,w,,p,,,,,,u,p
f,,n,,,f,,,,,,s,,,,,,,p,n,s,,p
,,,f,,,,b,h,,,,,w,w,,,,e,,s,,e
f,,,t,,,c,,w,,b,,s,,g,,,,p,n,,d,e
,,,f,n,f,c,n,p,,,,,,,,w,,p,n,,,e
,,,f,,,,n,,,,,,,w,p,,,,,,,p
,,,,n,f,,,,t,b,,,,,p,,,p,k,,d,e
,f,,t,n,,,,p,t,b,,,g,,,,,,,y,,e
x,f,n,,,f,,,w,t,b,s,,,,,,o,,,,,e
,y,,,f,,,b,,,,,,,,,w,o,,h,y,,p
,f,,,,,,b,,e,,k,,b,,,,,,,,,p
,,,,,,,b,,,,,,w,p,,,,,,,,e
,,,,,,,,,,,,,,,,w,o,,,,d,e
,y,,,n,f,,,,t,,,s,p,p,p,,o,,,,d,e
,s,,,,,,b,,,,s,s,w,w,,,t,p,r,,,p
f,f,,,n,f,w,,k,,,f,f,,,,,,,n,,,e
,,,,,,c,,,e,,,,,,,,,,h,,,p
,,,,n,f,,,n,e,,s,,,w,p,w,,,k,,u,e
f,y,,,,,,,,e,,s,,,,,,o,,n,,u,p
,,,,f,,c,,p,t,,,,,,,,,p,,,,p
x,s,,,n,,,,,,,,,w,,,,t,,w,,g,e
f,,,f,,,,,p,,,,,w,w,p,w,o,,n,,g,e
,s,,,,f,,b,g,,,,,,w,,,,,n,,,e
,,,,,,w,,,,,f,,w,,,,o,,,,,e
,s,,,,f,,,,,,,s,,w,,w,o,,,n,,e
,,,,,,,,n,e,,,,,,,,,,,v,,p
f,,,,f,f,,,b,,,s,k,,,,w,o,,,,l,p
,,,t,,,,b,,,,,,,p,,,o,,n,,,e
,,,,,,,,b,,,,k,,,p,w,,,w,,,p
,y,,,n,f,c,,,t,b,,,,,,w,o,,k,,,e
,,g,,n,,c,b,,,,,s,,,p,w,,p,,y,d,e
f,f,,,,,,b,,,b,,,,b,,,,,,,,p
k,,e,,,f,c,,b,,,k,,,,,,,,,,,p
x,,,,s,,,n,,,,,,,,p,,o,,,v,l,p
,,,t,,,,,u,,,,,,,,,,,,,d,e
,,,,,f,,,,e,,,,,,,,o,,,,,p
,f,,f,,,,,p,e,,,,,,,w,,,,,,p
,f,,t,,,c,,,,b,,,,,,,,,k,,,e
f,f,e,,,,,,p,t,,,s,,w,p,,,,,,,e
x,,,,y,,c,,,,,k,s,p,,,w,o,e,,v,,p
,,w,,,,,,,,,s,s,,w,,w,,,,v,,e
,,,,,,,,,e,,,k,,,,,,,,,,p
x,y,,,,,c,,,,,,,,,,,,,,v,,p
,,,,,,,,b,,,k,s,p,,,,,,,,,p
,y,,t,a,f,,,p,e,r,,,,,,,,,,,,e
k,y,,,f,,,,,t,?,,,,,,,,,,,l,p
,,,,,f,,,e,,,s,,,,,,,,w,,w,e
,,,,,f,,,,,,,,w,,,,,e,k,s,,e
x,y,,f,,,c,,,,b,,,p,b,,w,,l,h,y,,p
f,,e,,,,,,,,,,,,g,,,,,,,,e
,y,g,t,,f,,,,,,,,,,p,w,o,,,,,e
f,,,,,,,b,n,,e,,s,,,p,,,e,,,g,e
,,,,,,,,u,t,b,,s,,,,w,,,,v,,e
f,f,g,f,n,,,n,p,,,,,w,w,,,o,p,,,u,e
,,,,f,,,,,,b,,,,,p,,,,,,,p
f,,,,f,,,,h,,b,k,,,,p,w,,l,,,p,p
,,,,f,,,,b,,,,s,,p,,w,o,,,v,,p
,,,,,f,,,,,,,,n,,,,,,,y,d,p
,,,,,,c,,b,t,,,,,,,w,,,,,,p
f,,,,n,,,n,,,,,,,w,p,,o,p,,,u,e
,,g,,,f,c,,,e,,,k,b,,p,w,,,,,g,p
,,g,,,,,,,,,,,,,p,,,p,,,,e
,,,,,,,,,t,,k,,p,,,,o,,,,,p
,,,t,l,,,,,,,,,,,p,,,,,s,,e
,,,,,,c,,b,t,,s,k,,w,,,,,,,,p
x,,,t,,,,b,,,b,,s,,w,,,,,,,u,p
,f,,f,,,w,,,,,,,,,p,,o,,,,,e
,y,,t,n,,,b,,,b,,,,,,,,p,n,,,e
,s,,,,,,,b,t,,,s,w,,,,o,e,w,,,p
x,,,,,,c,b,,,,,,,p,,w,,,,,,p
x,,,t,,f,,,n,,,,,,w,,w,,,,n,m,e
,,,,,,,,,t,,,,,w,,,,,,v,l,p
x,y,e,t,n,f,,,,t,,s,s,,,,,,,,,,e
f,,,,,,,,b,,?,k,,,,,,o,,,v,,p
,y,n,,y,f,c,,,,,s,,w,w,,,,,,,,p
,y,,,,,,,,,,k,,,,,w,,,h,,d,p
,,,f,,,,,p,e,b,k,,,,,w,o,,,,g,p
,,,,n,,c,b,,e,?,,s,,,p,,,,,,,e
,,,f,,f,,,,,,,,,,,w,o,e,,v,,p
,,,,n,,,,g,,,s,,,,p,w,,p,,,u,e
,,,f,c,f,,,,e,,,,,,p,w,,,,v,d,p
,,w,f,,,,b,,,,,,w,,p,,,e,n,,g,e
,,n,t,,,c,b,,t,,,,,,,w,,,k,,,e
,s,w,,,,,b,,,,,s,,w,,,,,n,,,e
,,,,,,,b,,,,k,,,,,w,,,,,g,p
x,,,,f,f,c,b,h,,,,k,,b,,w,,l,,,,p
,,,f,,,,b,,,,,k,,,,,,,h,,,p
,y,,t,,,,,,e,,,,w,w,,,,,r,,,p
,,,,n,f,,,,t,,,s,,,,,,,,,g,e
,f,n,,,,,,,,b,,s,,w,,,o,,,,d,e
,y,n,,,,c,n,,,,,,p,,,w,o,,w,v,,p
,,,,,,,,b,,,,,w,,,,,e,w,,,p
f,,,,l,,,,,,,,y,,,,,,p,n,,,e
,,,,f,,,,,,,,,w,,,w,o,,,,,p
,s,w,,,f,w,,,,?,s,s,,,,,,p,,,,e
,,,f,n,,,,,,,,s,,,p,,,e,,,,e
,f,,t,,f,,,,,,s,s,,,p,w,,,,y,,e
,,,,,,,,,,b,,,,g,,,o,,,,,e
,,n,,,,c,n,b,,,k,,,,,,,,,v,,p
,,,,,f,c,,,,b,k,k,,,,w,,l,,,,p
x,,,,,f,,,,,,,,g,p,,w,o,p,,,d,e
,s,w,,,f,,,,,?,k,,w,,,,,p,,,,e
,,,,,,c,b,p,,,,,,,,,o,,,y,g,p
,,,,,,c,,,,,s,,,,,,,,,,,e
,,,,c,,,n,g,e,,,,,,p,,,p,,,,p
x,,e,t,,,,,,,,,s,,w,,,,,k,,,e
,s,,,,f,,,b,t,,,,,,,,,,w,v,,p
x,,n,,,,,,,,,,s,,,,w,,,n,,,e
,f,,,,f,,b,,,,,,,p,,,,l,h,,,p
,,g,,f,,c,b,,,,,,n,,,w,,,,v,p,p
k,,n,,,,,,,,,k,,p,,,w,o,,,,,p
,,y,t,a,,c,,,,,,s,,,,,,p,,s,,e
b,,,f,,,w,,,e,,,s,w,,p,,,,,,g,e
x,,,,a,f,,,,,c,,,w,,,,,p,,,m,e
k,,,f,,,,,,,?,,,,w,,,,e,,,l,p
x,,,f,,,c,,,,,,,n,,p,w,,l,,,,p
x,,,f,,,c,,,,b,k,,,p,,w,,l,,y,g,p
,,,,,f,c,b,,,b,k,,n,p,,,,l,,,,p
,y,,t,n,,c,,,t,,s,s,,,p,,,,,,d,e
,f,g,,f,,,,,e,b,k,,,,p,,,l,,,,p
x,f,g,,,,,,,,b,,,,,,,,,,,,p
,s,,,,,,,n,,,s,,,,,,,e,k,,,e
,,w,,n,f,w,b,,t,,,,,,p,,,e,n,,,e
,y,n,,,,c,,,,,,,,,,w,,e,,v,,p
x,y,,t,n,f,c,,,,b,,s,,w,,,,p,,,,e
,,,t,,,c,,,e,,,s,,,p,,,,,,g,e
,,,,p,,c,n,,,,,,w,,,,,,,,,p
,,,t,,,c,b,,,,,s,p,,,w,o,,,,,e
b,,y,,,,,,,e,,s,s,w,,,,,p,,,g,e
f,,,,n,,,b,,,e,,,,w,p,,o,,,,,e
,s,,,,,c,,,,,,s,,,,w,o,,,,g,p
,,y,,,,,,,e,,,,b,,,,o,,,,,p
,,,,,,,,,,,,,,,,,o,e,k,,,e
,,n,,,,,n,,t,?,,s,,p,,w,,,,,,p
,,,f,,f,c,,,,,s,,,,,,,,w,,,p
,,n,,,f,,,w,,,,,,w,,,,,n,,,e
,,y,f,,,,,,,,,,,n,p,w,,,,y,d,p
f,,e,,,,c,n,,,,k,s,,,,w,,,w,,l,p
f,f,e,t,n,f,,,p,,,,,,,p,,,p,,,,e
x,,n,,,,,,,t,,,,,,,,,,w,v,,p
,,w,,n,,,,,,,f,s,,,p,w,,,k,a,,e
f,,,,,f,,,,e,,k,,,p,,,,,,,,p
,,,f,f,f,,b,,,,,,,,,,o,,,,,p
f,f,,,f,f,,b,,e,,,,,,p,w,o,,,v,,p
f,,n,,,a,,,n,e,?,,,,,p,,,p,,c,l,e
,,,,,f,c,,h,e,b,,,n,n,p,,,,,,,p
,,,t,,,,,,,,,,,,,,,,,,,e
,y,b,,n,,,,g,,,s,,,w,,,,p,,,,p
,,,,,,c,,w,e,,,y,,,p,w,,e,w,,,p
x,,,t,,f,c,,,,,,,,,,w,o,,,,,e
,,,,f,,,,h,,,k,k,,n,,,,,,,d,p
x,,,,,,,b,,,,,,,,,,o,l,,,,p
,s,,,,,,,b,t,?,,k,,,,,,e,,,,p
,s,g,,,,,,,e,b,,,,w,p,,,,,,,p
,y,,t,,f,,,n,,,s,s,,,,,,,,,d,e
f,,n,,,,,,w,e,,,,,,,,,,w,,,e
x,,g,,,f,,,,,b,,,,,,w,o,,,y,,p
,y,e,,,f,c,,b,,,,k,w,,,,,e,,v,p,p
x,,,,,,,,,,b,,s,p,,,,o,,,,,e
,,,,,,,,,,b,k,,,p,,w,,,h,,p,p
,,,f,f,,,b,,,,k,,,n,,,o,,h,v,,p
f,y,e,,,,,,,,,s,,,p,p,,o,,k,,,e
,s,y,,,f,,,,,c,,,,w,,w,o,,,,,e
,,,,,,c,,u,,,,s,,g,,,o,p,,,,e
f,,,,s,,,,b,,?,,k,,,,,,e,,,,p
,,,,,f,,,,,,s,s,,,,,,,,,,p
f,,n,,n,,,b,,t,b,,s,,,p,,,p,,,d,e
,,y,,,,,,,,,,k,,,,,o,,,y,,p
,,,,,,c,,,,b,s,,w,,,w,t,p,,,,p
,,,,,,,n,,t,,,k,,w,p,,,,,,,p
f,,,,,,,b,,,b,,,,,,w,o,,k,,d,e
k,,,f,,,,n,,,?,,,w,,,,,e,,,,p
,,y,,,,,,,,,,k,n,,,w,,l,,,g,p
f,y,,,f,,,,,,,,,,,,w,o,,h,,d,p
x,,e,,,f,c,,w,t,,s,s,g,,,w,o,,,,,e
,,,t,,f,c,b,,,?,,s,,w,,w,,,,,,e
x,,w,,f,,c,,h,t,,f,f,,,,,o,,,,,p
,,,,,,w,,,t,e,f,s,w,,,,,,,,,e
,,,,,,,b,,e,b,,k,,,,,,,h,,,p
,,n,,y,,c,,,,,,,,,p,,,,,,,p
,,g,,,,,b,n,t,,s,,,,,w,,,,s,,e
,,,t,f,,,,,,,s,,w,,,w,o,,,,g,p
,,,f,,f,c,,,,b,,,p,b,,,,,h,y,,p
,f,y,,,,,,,e,,k,,b,,,,,,,,,p
k,,,,,,,n,,,?,,,,,,,,e,,,,p
,f,,,,f,,,,,,,,,,,,o,,n,,,e
,,,,,f,c,,p,t,,,,w,w,,,,p,h,s,,p
f,,,t,,,,,,,b,,s,,,p,,o,,n,v,d,e
x,y,,,,,,,,,,,,e,w,,w,,,,,,e
x,,,,,,,,w,,,s,,,,p,,,,,y,,e
,,y,,l,f,,,,e,,,s,,,,,o,,,,,e
,,y,,f,,c,,p,,,k,,n,,,w,,,h,,d,p
,,,,n,,,,,,b,,s,g,,,,o,,,v,,e
k,,,,n,,,,,,,s,s,,,,,,,,,,e
,,,,,,,n,b,,,,,,,p,,,,,v,,p
,,,t,,,c,,n,,,s,,,w,,,,p,,,d,e
x,s,w,,,,,,g,e,,,,w,,p,w,,,k,,,p
,,y,,f,,,b,,,b,,,,n,p,w,,l,,,,p
,,,,f,,,,,,,,k,p,,p,,o,,,,,p
,f,,,c,,,,,e,b,,s,,,p,,o,,,,,p
x,f,,,,,c,,,,,,,,,p,,,,,v,d,e
f,,,f,,f,,,,,,,s,,,p,,,,,v,,p
,,g,,,f,,,,e,,,,,n,,,,,,y,,p
,y,,,,,,,,,,s,,,,,,o,,n,,,e
f,,,,n,,,b,,e,,s,,,,p,w,t,p,r,,,p
f,,,t,l,,,n,w,,,s,,,,,w,,,n,,,e
,,,,,f,,,,,,,,,,,,,e,,v,,p
x,,,,,,,,k,,,s,,,,,,,,,,,e
,,,,,,,,,t,?,,,,,,,,,,v,p,p
,f,,,,,c,,,,b,,,,g,,,,p,k,,,e
f,f,w,,,f,,b,,,,,,,,,,,,,s,g,e
,,e,,,f,,,u,t,,,,,,,,,,k,,,e
x,,,,,f,c,,,e,,k,,,,,w,,,,,,p
,,,f,,,,,,,,,,,p,,w,,e,,,p,p
,,,,n,,,,,,,,,g,,p,,,,,,d,e
,,,,,,,,b,,,,,,,,,,,w,,l,p
,,,f,,,c,,,,?,,s,,,,,,,,,,e
,,,,,,,,,,,s,,,,p,,o,,,v,,e
,,,f,,f,,b,w,e,,,,,w,,w,,,,,,e
x,,,t,a,,,,w,,,,y,,,,,,,k,,,e
,,,,n,,,,,t,,,,,,,w,,,n,,,e
,s,p,,,f,,,e,e,,s,,,e,,w,t,,,,,e
x,,,t,n,f,,,,t,b,,s,,w,,w,,,k,,d,e
,f,,,,,,,g,,,,,,,,,o,,h,,,p
,,g,f,,,c,b,,,b,,k,,,,,,l,h,,,p
,,,,y,,,,b,t,,k,,,,p,,,,,,,p
,y,,,,,c,,,,,,k,,,,,,,,v,,p
,f,y,,f,,,b,,e,,,,,,,,,,,,,p
,f,,,,,,,,,,,,w,,,,,p,,,d,e
,,,,,,c,,,,,s,,,,p,w,,,w,,l,p
,,,,,,,n,,,,,,,,,,,,w,v,l,p
,,,,,,,,,,b,,,,,,,o,l,,v,,p
,y,,,,,,n,,,,,,p,,p,,o,e,,,l,p
x,s,,t,f,,c,,p,,,,f,,,p,,o,,,s,u,p
f,,,f,,f,,,,e,,,,,n,p,,,l,h,y,p,p
f,,,,,,,,p,,,,,p,p,,w,,p,,,,e
,y,g,,,,,b,,,,,,,,p,,,,,,,p
,,e,,,f,,b,,,,s,,,w,,w,,,,,,e
,,,,,f,,,,,?,s,,p,p,,,o,,,v,,p
,,,,l,,,,,,c,,,,,,,o,p,,,,e
,,,t,,,c,,p,,r,s,,,w,,,o,,,,,e
,y,n,,y,,,n,,t,?,,s,,,p,w,o,,,v,,p
k,,e,,,,,,,t,,,,,,,,,,,,d,p
b,,,f,,,,b,,,,s,,,,,,o,,,,,e
