cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
x,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,,,e
x,f,n,f,,f,w,b,n,,e,f,s,w,w,p,w,o,e,n,,g,e
,,e,t,n,f,c,b,n,t,,,s,p,p,p,w,o,p,n,y,d,e
k,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
x,f,g,t,n,f,c,b,p,t,b,,s,w,w,p,w,o,p,n,y,d,e
x,y,g,f,,f,c,b,p,e,b,k,k,b,p,p,,o,l,h,,p,p
f,f,e,,n,f,c,b,p,t,,s,s,g,p,p,w,o,p,k,v,d,e
k,s,n,,y,f,c,n,,t,?,,s,,p,p,w,o,e,w,v,d,p
f,y,n,t,n,f,c,,w,,?,s,s,w,e,p,w,t,e,w,c,w,e
f,f,g,,,f,,b,,e,b,k,k,p,n,p,w,o,l,h,v,g,p
x,s,w,f,c,,w,n,n,e,b,s,s,,w,p,w,o,p,n,s,d,p
f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,,d,p
f,y,n,f,s,f,c,n,b,t,,k,,p,w,p,w,o,e,w,v,d,p
x,,,t,n,,c,,w,t,b,s,s,w,,p,w,o,p,k,v,d,e
x,s,w,,n,f,,b,p,t,e,f,s,w,w,p,,o,e,n,a,g,e
f,f,n,t,n,f,c,b,,t,b,s,s,,p,p,w,o,p,n,y,d,e
k,y,n,f,y,f,,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
x,y,n,f,f,f,c,n,b,t,,s,k,p,p,p,,o,e,w,v,l,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,,,o,l,,y,p,p
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,,s,m,e
x,s,w,f,n,f,w,b,p,t,e,f,,w,w,p,w,o,e,k,,g,e
f,y,y,f,f,f,c,b,,e,,k,k,b,b,p,w,o,l,h,v,p,p
x,y,y,f,f,f,c,b,p,e,b,k,k,,p,p,w,o,l,h,y,,p
,y,e,f,s,f,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,l,p
,s,w,f,,,w,b,g,e,?,s,k,,w,p,w,t,p,w,n,g,e
x,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,e
,f,g,t,n,f,c,,u,,b,s,s,w,,p,w,o,p,k,v,d,e
k,,n,f,y,,c,n,b,,?,k,s,p,p,p,w,o,e,w,v,p,p
f,s,g,t,f,f,c,b,,t,b,f,s,w,w,p,w,o,p,h,s,u,p
x,y,n,f,f,f,c,,b,t,?,s,,w,p,p,w,o,e,w,v,l,p
f,s,n,,s,f,c,n,b,t,?,k,k,p,,p,w,o,e,w,v,l,p
x,s,,,y,f,,n,b,t,?,k,k,w,p,p,w,,e,w,v,p,p
f,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,e
k,y,e,,f,f,c,n,b,t,,s,s,w,,p,w,o,e,w,v,d,p
x,f,g,f,f,f,c,b,g,e,b,,k,n,p,p,w,o,l,h,v,p,p
f,f,g,t,n,f,c,b,w,,b,s,s,p,w,p,w,o,p,k,y,d,e
f,s,e,f,y,f,c,n,b,t,?,k,,w,w,,w,o,e,w,v,p,p
x,f,g,f,n,f,w,b,p,t,e,s,,w,w,p,w,o,e,k,,g,e
x,y,n,t,n,f,c,b,p,t,,s,,g,w,p,w,o,p,k,y,d,e
x,f,g,t,,f,c,b,w,t,b,s,s,p,p,p,,o,p,n,y,d,e
k,y,n,f,f,,c,n,,t,?,s,k,p,p,p,w,o,e,w,v,p,p
k,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
x,y,e,f,s,f,,n,b,t,,,s,w,w,p,w,o,e,w,v,l,p
f,y,e,t,n,f,c,b,n,t,b,s,s,,g,p,,o,p,k,y,d,e
,,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,,,w,v,l,p
f,f,,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,e
x,s,g,f,n,f,w,b,,t,e,s,f,w,w,p,,o,e,n,,g,e
x,,n,f,s,f,c,n,b,t,?,s,s,w,,p,w,o,e,w,v,l,p
k,s,n,f,y,f,c,n,b,t,?,,s,w,,p,w,o,e,w,v,p,p
x,,n,f,n,f,c,n,k,e,e,,s,w,w,p,w,o,p,k,y,u,e
f,y,g,f,f,f,,b,p,e,b,,k,n,p,p,w,o,l,h,v,p,p
b,s,w,,l,f,c,b,,e,c,s,s,w,w,p,w,o,,n,s,m,e
k,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
f,s,w,f,n,f,w,b,p,t,e,s,,w,w,p,w,,e,k,a,g,e
f,f,g,f,f,f,c,b,p,e,b,k,,n,p,p,w,o,l,h,y,d,p
f,y,g,t,n,f,c,b,n,t,b,s,s,,w,,w,o,p,k,v,,e
f,f,,t,n,f,c,b,p,t,b,s,,p,,p,,o,p,,v,,e
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,,o,p,k,s,g,e
x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,p
x,f,w,f,n,f,w,b,n,,e,s,f,w,,p,w,o,e,,a,g,e
f,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
x,,g,f,f,,c,b,h,e,b,k,k,b,b,p,w,,l,h,y,p,p
f,y,u,,n,f,c,n,,e,?,s,f,w,w,p,,o,f,h,v,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,,p,p,w,o,p,n,v,,e
x,f,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,,d,p
x,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,,p,h,v,u,p
f,f,y,t,a,f,,n,,t,b,s,s,w,w,p,w,,p,,v,d,e
x,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,,l,p
,s,w,f,n,f,w,,n,,e,s,s,w,w,p,w,,e,n,a,g,e
f,f,n,t,n,f,,b,,,,s,s,g,,p,w,,p,n,v,d,e
f,y,,f,f,,c,b,p,e,b,k,k,p,n,p,w,,l,,y,g,p
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,,w,o,p,k,s,g,e
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
x,f,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,,n,y,,e
x,y,,,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,p
f,y,c,t,n,f,,b,w,e,b,s,s,w,w,p,w,,p,w,y,p,e
x,y,n,f,y,f,c,n,b,t,?,k,,w,w,,w,o,,w,v,,p
,y,e,,s,f,c,n,b,,?,k,k,w,p,p,w,o,e,w,v,d,p
f,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,,e,w,,l,p
f,s,,f,,f,c,n,b,t,,k,k,w,w,p,w,o,,w,v,d,p
f,f,g,f,f,,c,,h,e,b,k,k,b,n,p,w,o,l,h,y,p,p
f,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,,v,g,p
,y,n,t,,f,c,b,p,e,r,,y,w,,p,w,o,p,n,y,g,e
x,y,g,f,f,f,c,b,g,e,b,k,k,,p,p,w,o,l,h,y,g,p
b,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,,w,n,g,e
f,s,w,f,n,f,w,,k,t,e,s,s,w,w,p,w,o,e,k,s,g,e
f,f,g,t,n,f,c,b,u,t,,s,s,g,g,p,w,o,p,n,v,d,e
f,f,e,t,n,f,c,,u,t,b,s,s,w,w,p,w,o,,n,v,d,e
f,s,n,f,y,f,c,n,b,,?,s,k,p,w,p,w,,e,w,v,d,p
x,f,g,f,f,f,c,b,g,e,b,k,k,,n,p,w,,l,h,y,d,p
f,,g,t,n,f,c,b,u,t,,s,s,g,g,,w,o,,k,y,d,e
f,s,w,t,p,f,c,n,n,e,e,s,s,,w,p,w,o,p,n,s,u,p
x,f,g,,n,f,c,b,p,t,b,s,,w,w,p,w,o,p,k,v,d,e
,y,y,f,f,f,c,b,p,e,,k,,p,p,p,,o,l,h,v,,p
x,s,n,f,,f,w,b,,t,e,,f,w,w,p,w,o,,k,s,g,e
f,s,n,f,s,,c,n,b,t,?,s,s,w,w,,w,o,e,w,,p,p
k,s,w,f,n,f,w,,,e,?,s,s,w,w,p,w,t,p,w,s,g,e
,s,e,f,y,f,c,n,b,,?,k,,p,p,p,w,o,e,w,,d,p
f,y,e,t,n,f,,b,w,t,b,s,s,w,p,p,,o,p,k,y,d,e
k,y,e,f,y,f,c,n,b,t,?,s,k,p,w,,w,o,e,w,v,p,p
f,y,y,f,,,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,p
x,f,g,f,f,f,c,b,,e,,k,,p,p,,w,o,l,h,,p,p
,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,e
x,s,n,f,n,f,w,b,p,t,e,f,s,w,w,,,o,e,k,a,g,e
f,y,e,t,n,f,c,b,w,t,b,s,s,w,,p,w,o,,n,y,d,e
f,s,b,,f,f,c,b,w,,,s,s,w,w,p,w,o,p,h,v,g,p
b,s,g,f,n,f,w,b,p,e,?,s,s,,,p,w,t,p,w,s,g,e
x,s,n,f,f,f,c,,b,t,?,k,s,p,w,p,w,,e,w,v,p,p
b,s,g,,n,f,w,b,w,e,?,s,k,w,w,,w,t,p,w,n,g,e
,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e
,,,t,l,f,,b,n,e,r,s,y,w,w,p,w,o,p,,s,g,e
f,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,,v,d,e
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,,w,o,p,n,s,g,e
f,y,e,,n,f,c,,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,,o,p,k,v,d,e
,y,n,f,s,f,c,,b,t,?,k,s,w,w,p,w,o,e,w,,p,p
x,y,y,t,l,f,c,b,n,e,c,s,s,,w,,w,o,p,k,,m,e
f,,n,t,a,f,c,b,n,e,r,s,y,w,w,p,,o,p,n,s,g,e
x,y,n,t,l,f,c,b,n,e,r,s,,w,,p,w,o,p,n,y,p,e
x,s,,,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,e
f,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e
x,f,,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,,h,y,g,p
x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
x,s,n,f,f,f,c,,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
x,y,g,,f,f,c,b,h,e,b,,k,,b,p,w,o,l,h,v,d,p
x,f,n,t,n,,c,b,,t,,s,s,g,p,p,w,o,p,n,y,d,e
b,s,y,t,l,,c,,n,e,c,s,s,,w,,w,o,p,k,n,m,e
f,f,g,f,f,,c,b,h,e,b,k,k,b,b,,w,o,l,h,v,g,p
x,f,g,f,f,f,c,b,p,,b,k,k,,n,p,w,o,,h,,g,p
x,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,e
x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,e
f,s,g,f,n,f,w,b,,,,,,w,w,p,w,o,e,n,a,g,e
,y,g,f,f,f,c,b,p,e,b,k,k,,p,p,w,o,l,,v,g,p
x,y,,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,,o,,n,v,d,e
x,f,,t,n,f,c,b,w,t,b,s,s,,g,p,w,o,p,k,y,,e
f,y,n,f,f,f,c,n,b,t,?,k,k,w,p,,w,o,e,w,v,l,p
,s,e,f,y,f,,n,b,t,?,s,s,p,p,p,,o,e,w,v,d,p
f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,,p
f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,v,l,e
f,f,n,,n,f,,b,p,,b,s,s,w,p,p,w,o,p,n,y,d,e
f,,e,f,,f,c,n,b,t,?,k,s,p,,p,w,o,e,w,v,p,p
x,,e,f,s,f,c,n,,t,?,s,s,p,p,p,w,o,e,w,v,p,p
x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,,w,,l,h,v,g,p
x,f,n,t,n,,c,b,u,t,b,s,,w,p,p,w,o,p,k,v,d,e
x,y,y,f,f,f,c,b,p,,b,k,k,n,p,p,w,,l,h,v,g,p
b,s,w,t,a,f,c,,w,e,c,s,s,,w,p,w,o,,k,,g,e
x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,,y,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,e
x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,p
b,s,g,f,n,f,w,b,,e,?,k,s,w,w,p,,,p,w,s,g,e
f,y,e,f,f,,c,n,b,,?,s,s,p,w,p,w,o,e,w,v,d,p
,f,,f,f,f,c,,g,e,,k,,b,n,,w,o,l,h,v,p,p
f,f,g,f,f,f,,b,h,,b,k,k,b,n,p,w,o,l,h,v,d,p
x,f,p,f,c,f,c,,n,e,b,s,s,w,w,p,w,,p,k,s,d,p
x,s,w,f,,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,e
x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,,w,o,l,h,y,d,p
f,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,,k,y,d,e
f,s,p,,n,f,c,b,w,e,,s,s,w,w,p,w,t,e,w,c,w,e
f,f,g,t,n,f,,b,u,t,b,s,,w,w,,w,o,p,n,v,d,e
f,y,,t,n,f,c,b,p,t,b,s,s,w,g,p,w,,p,,v,d,e
f,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,e
,s,e,f,s,f,c,,b,t,?,,k,w,w,p,w,,e,w,v,p,p
x,y,e,f,y,f,c,n,b,t,,k,k,w,w,p,w,o,e,,v,p,p
x,y,w,t,,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,e
x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,,d,e
b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,,o,p,n,n,g,e
k,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
x,,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,,g,e
k,y,e,f,s,f,c,n,b,t,?,k,,p,w,p,w,o,e,w,v,p,p
f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e
,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,,g,e
f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,p
x,f,,f,n,f,w,b,g,,?,s,s,,w,p,w,t,p,w,n,g,e
x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,e
x,f,,f,f,f,c,b,g,e,,k,k,n,p,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,,e,b,k,k,b,n,p,w,o,l,h,v,p,p
x,f,g,f,,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,p
x,,n,f,s,f,c,n,b,t,?,k,s,w,,p,w,o,e,w,v,l,p
x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,,,e
x,y,w,t,l,f,c,b,n,e,c,,s,w,w,p,w,o,p,n,n,g,e
x,s,w,t,f,,c,b,w,t,b,s,f,w,w,p,,o,,h,v,u,p
f,y,,f,f,f,c,b,,,,k,k,b,b,,w,o,l,h,y,p,p
x,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,,k,y,d,e
f,f,g,f,n,f,c,n,g,e,e,,s,w,w,p,w,o,p,n,y,u,e
x,y,w,t,p,,c,n,,e,e,s,s,w,,p,w,o,p,n,v,,p
x,f,,t,n,,,b,n,t,,s,s,g,w,p,,o,p,k,v,,e
f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,p
x,s,n,t,p,f,c,n,n,,e,s,s,w,w,p,w,o,p,n,v,u,p
,y,y,f,f,f,c,b,h,e,b,k,k,n,p,,w,o,l,h,,d,p
x,y,e,t,n,f,c,b,w,t,b,,s,w,w,p,w,o,p,k,y,,e
f,y,n,f,f,,c,n,b,t,?,s,k,,w,p,w,o,e,w,v,l,p
x,y,n,f,,f,c,n,b,t,?,,s,p,,p,w,o,e,w,v,d,p
f,s,e,f,f,f,c,n,b,t,?,,k,w,p,p,w,o,e,w,v,p,p
f,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,,p,,,u,p
,s,g,f,n,f,,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,e
x,f,e,t,n,f,c,,p,t,,s,s,,p,p,w,o,p,k,y,d,e
x,y,,f,,f,c,b,p,e,b,,k,n,b,p,w,o,,h,v,g,p
x,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,,,e,w,v,p,p
,y,y,t,l,f,c,b,n,e,,s,y,w,w,p,w,o,p,k,s,p,e
k,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,,v,p,p
,y,c,f,m,a,c,,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
f,y,g,t,n,f,c,b,n,t,b,s,s,,,,,o,,k,,d,e
x,,g,,f,f,c,,g,e,b,k,k,,p,,w,o,,,v,d,p
x,s,w,t,p,f,c,n,k,e,e,s,,w,w,p,w,o,p,k,v,,p
f,s,n,t,p,f,c,n,n,e,,s,s,w,w,p,w,,,n,s,u,p
x,f,g,t,n,,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,e
x,,y,f,f,f,,b,h,e,b,k,,p,,,,,l,,v,g,p
f,y,n,t,n,f,c,b,p,t,b,s,s,,g,p,w,,p,n,y,d,e
f,s,n,,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
f,s,,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
f,,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,,n,y,,e
x,,g,,n,f,c,b,u,t,b,s,s,,w,p,w,o,p,n,,d,e
x,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,,h,s,g,p
x,s,n,f,y,f,c,n,b,t,?,s,,,p,p,w,o,e,w,v,,p
f,s,w,t,a,f,w,n,p,t,b,,s,w,w,p,w,o,,n,v,d,e
k,s,n,f,f,f,c,,b,t,?,,k,p,w,,w,o,e,w,v,l,p
f,f,y,f,f,f,c,b,h,e,b,k,k,n,,p,w,o,l,h,,,p
f,y,g,f,f,f,,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,p
f,y,y,,f,f,c,b,h,e,b,k,k,p,p,p,,o,l,h,v,g,p
f,s,b,t,f,f,c,b,h,t,b,f,f,w,w,,w,o,p,h,,g,p
x,,e,t,n,f,c,b,p,t,b,s,s,,w,,w,o,p,n,v,d,e
x,y,n,t,,,c,b,u,t,b,s,s,p,g,p,w,o,,k,y,d,e
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
x,y,,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,,p
k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,,w,o,e,w,v,d,p
f,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,e
x,f,n,t,n,f,,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,e
x,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g,p
x,y,e,t,n,,c,b,p,t,b,s,s,p,w,p,,o,p,k,,d,e
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,e
b,s,w,t,a,f,c,b,n,e,c,s,s,,w,p,w,o,p,k,s,m,e
f,s,n,f,n,f,w,b,p,t,e,s,s,w,,p,w,o,e,k,a,g,e
x,y,,t,n,f,c,b,p,t,,s,,g,p,p,w,o,p,k,v,d,e
x,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,,p
x,,e,t,n,,c,b,e,e,?,s,,e,,,w,t,e,w,c,,e
f,,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g,p
x,,g,,n,,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,e
x,f,p,f,c,,,n,g,e,b,s,s,w,w,p,w,o,p,n,v,,p
f,s,g,f,n,f,,b,k,t,,s,f,w,w,p,w,o,e,k,s,g,e
f,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,,a,g,e
x,y,y,t,a,f,c,b,n,,c,s,s,,w,p,w,o,p,k,s,,e
x,y,,t,n,f,c,b,w,t,b,s,s,,g,p,w,o,p,n,y,d,e
x,y,w,,l,f,c,b,k,e,c,s,s,w,w,p,w,,p,n,n,m,e
k,s,n,f,,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
,f,e,,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,e
f,s,w,f,n,f,w,b,h,t,e,,f,w,w,p,w,o,e,k,a,g,e
x,s,n,f,f,f,c,n,b,,?,s,s,p,p,p,w,o,e,w,,,p
f,s,n,f,s,f,c,,,t,?,k,s,w,,p,w,o,e,w,v,p,p
,y,n,f,y,f,c,n,b,t,?,s,,p,,p,w,o,e,w,v,d,p
x,s,,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
x,y,e,f,f,f,c,n,b,t,?,k,,p,w,p,,,,w,v,d,p
x,y,n,t,a,f,c,b,n,e,r,,y,,w,p,w,o,p,k,s,p,e
f,y,n,t,l,f,,b,w,e,r,s,y,w,w,,w,o,p,n,s,p,e
b,s,y,t,,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
k,s,n,f,s,f,c,n,b,t,,s,k,p,w,,,o,e,w,v,,p
f,f,w,,,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,,e
x,y,g,t,n,f,c,b,u,,b,s,s,g,g,p,w,,,k,v,d,e
x,y,w,f,,f,c,n,w,e,?,s,f,w,w,p,,o,,h,y,d,e
f,y,n,,n,f,c,b,n,t,,s,s,,w,p,,,p,n,y,d,e
,y,y,f,f,f,c,b,,e,b,k,k,n,p,p,w,,l,h,v,d,p
f,s,w,t,f,f,c,b,p,t,,f,s,w,w,p,w,o,p,h,s,u,p
f,f,g,,f,f,c,b,g,e,,k,k,p,b,p,w,o,l,h,y,d,p
k,y,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,,e,w,c,w,e
x,,e,f,y,f,,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
x,,,t,n,f,c,b,n,t,b,s,s,,,p,w,o,p,k,v,d,e
f,,n,,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,p
f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,e
x,y,n,f,,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
x,y,g,f,f,f,c,b,h,,,k,k,b,p,p,w,o,l,h,v,p,p
f,y,n,t,p,,c,n,w,e,e,s,s,w,w,p,w,,p,k,v,u,p
k,f,w,f,n,f,w,b,p,,?,k,s,w,,p,,t,p,w,s,g,e
x,y,n,t,n,f,,b,w,t,b,s,s,w,,p,w,o,p,n,y,d,e
x,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,,o,p,h,v,g,p
x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
x,s,w,f,n,f,w,b,w,e,?,k,s,w,w,,w,,p,w,s,g,e
b,s,w,t,l,f,,b,,e,,s,,w,w,,w,o,p,k,n,m,e
x,y,n,t,p,f,c,n,,e,e,s,s,,w,p,w,o,p,k,,,p
b,s,,f,n,f,,,p,e,?,k,s,w,w,p,,t,,w,,g,e
x,f,e,t,n,f,c,b,,t,b,,s,w,p,p,w,o,p,n,y,,e
f,y,n,t,,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,e
f,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,,a,g,e
k,y,n,f,y,f,c,n,b,t,?,k,,w,p,p,w,,e,w,v,p,p
x,,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,e
x,,n,,s,f,c,n,b,t,?,,k,w,p,,w,o,e,w,v,p,p
x,y,,t,a,f,c,b,,,c,s,,w,w,p,,o,p,n,n,g,e
b,s,g,f,n,f,,b,w,e,?,s,k,w,,,w,t,p,w,s,g,e
,f,w,f,n,f,w,b,h,t,,s,f,w,w,p,w,o,e,n,s,g,e
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e
x,y,e,f,f,f,c,,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
f,y,y,f,f,,c,b,g,e,b,k,,p,p,p,w,o,l,h,y,p,p
f,f,g,t,n,f,c,b,p,t,b,s,s,,g,p,w,o,p,k,v,d,e
f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e
k,,n,,n,a,c,b,y,e,?,,s,o,o,,o,o,p,n,c,l,e
f,y,e,f,f,f,c,n,b,t,?,s,k,w,,p,w,o,e,,v,p,p
k,s,g,f,n,f,w,b,w,e,?,k,s,w,w,,w,t,p,w,n,g,e
x,,g,f,n,f,w,b,h,t,e,s,s,w,w,p,,o,e,k,a,g,e
f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e
x,y,w,,a,f,c,b,w,e,c,s,s,w,,p,w,o,p,n,s,g,e
x,f,g,t,n,f,c,b,w,t,,s,s,p,g,p,w,,p,n,y,d,e
,y,n,f,f,f,,n,b,t,?,k,k,p,w,p,w,o,,w,v,d,p
f,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,,n,s,g,e
b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,,o,p,y,,l,e
x,y,n,t,,f,c,b,n,t,b,,s,p,p,p,w,o,p,n,v,d,e
x,s,e,f,f,f,,n,b,t,?,s,,w,w,p,w,o,e,,v,l,p
f,y,g,f,f,f,,b,p,e,b,k,k,p,b,,w,o,l,,y,p,p
f,,n,f,s,f,c,n,,t,?,k,s,p,p,p,,,e,w,v,p,p
f,y,n,f,s,f,c,,b,t,?,,k,p,w,p,w,o,e,w,v,d,p
x,s,n,t,p,f,c,n,,e,e,s,s,w,w,p,w,o,,,v,g,p
f,y,n,t,n,f,,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,e
x,f,w,f,n,f,w,b,g,e,?,k,,w,,p,w,t,,,n,g,e
f,s,n,f,f,f,c,n,b,t,?,k,k,w,,p,w,o,e,w,v,,p
