class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
,f,,,t,,,c,b,p,,b,s,,w,g,,w,,p,n,,
e,,,g,t,n,,c,b,u,t,b,,s,,,,,,,,y,d
,,,e,f,s,f,,n,,t,,k,k,,w,p,,,e,,,p
p,x,,,,,f,,,b,t,,,,,w,p,w,,e,w,,p
e,,y,,t,l,f,,b,,e,c,s,s,,,p,w,,p,,,g
e,x,,,t,,,,b,,,,s,s,,p,,w,o,,,,
,,,,,,,c,,w,,,s,,,w,p,w,,p,n,n,g
,,,e,,,,,,,,?,s,k,p,,,,o,,,,
,,y,y,t,a,f,c,,g,,c,s,s,,,p,w,o,p,n,,g
p,k,y,e,,s,f,,,b,t,,k,,,w,p,,o,,,v,p
,,,w,f,n,,,b,,,e,f,f,,w,p,,o,,,s,g
e,f,s,,f,n,f,w,b,h,t,,s,,w,w,p,w,o,,k,a,
,f,f,,f,,,,,,e,,,,,n,,,,l,h,,g
e,,,w,f,,f,w,b,g,,?,,s,,w,p,w,t,p,w,,
e,,s,,,,f,w,b,k,,,s,,,w,,,o,e,n,,g
p,,f,,f,,,,b,,e,b,,,n,,p,w,o,l,h,v,d
p,,,,,f,f,,,p,e,,,k,b,n,p,w,o,,h,v,
p,x,,,,f,,,,h,,,,k,n,,p,,,l,,,d
p,,,,,s,f,,,,,?,,s,,p,,,,e,,v,
e,x,,n,t,n,,c,,p,t,b,,s,,w,p,w,,p,,,
e,x,,,t,,,,,,,,,s,w,w,,w,,p,,,
,,,w,t,,f,,,w,t,b,,,w,w,,w,,,,v,
p,f,y,,,f,f,c,,,e,b,,k,,,,,,,,y,p
e,x,,e,t,,f,,,,,b,,,p,w,,w,o,,k,y,
,f,f,,f,,f,,n,g,,e,,s,,w,p,w,o,,,y,
,,,w,t,,f,c,n,k,e,,s,,,,,,,p,n,,
,,,,,n,,c,,n,t,,s,,g,w,,,o,p,k,v,d
,f,,,,,,,b,,e,,k,k,,,,w,,,h,y,
,x,,n,t,p,f,,n,,e,,s,,,w,p,w,o,p,n,,u
,f,,y,,f,,,b,h,,b,k,,n,,,,,,h,v,d
,x,y,,t,,,c,b,,,,s,,w,w,,,,p,,y,
p,f,,,f,,,c,,b,t,,,k,p,,,w,,e,w,,
p,,y,n,,f,,,,,t,?,s,,,,,w,,,,v,d
,,s,,,f,f,,,b,,,,,,,p,w,o,e,w,,
,f,s,b,t,,f,,,,t,b,,f,,,p,,o,,h,s,u
,,,g,f,n,f,w,b,,t,e,,,,w,p,w,o,e,n,,g
,x,f,,,n,f,,b,,t,b,s,s,p,,p,,,p,k,,d
p,,,,f,f,,,,p,e,b,k,k,n,,p,w,,,,v,g
p,,y,e,f,,f,,,b,t,?,,s,,,p,w,,,w,v,p
,,y,,,,f,,b,n,,,,,,w,p,,,p,k,,
p,,,,f,s,f,c,,,t,,s,,,p,,,o,e,,,p
,x,,e,f,,,,n,b,,?,s,,,w,p,,,,,,p
p,x,y,,f,,,,,w,,c,k,y,c,c,p,,,n,w,,d
e,,y,g,t,n,,c,,,,,s,,,,,w,,,k,,
,,,,,,,c,b,,,,,,p,p,p,w,,,h,,
,x,s,,,,,,n,k,e,,s,s,w,w,,,,,k,v,g
,,s,n,t,p,f,,n,,,e,,,w,,,w,,p,,s,
,x,,g,,,f,,b,,,,s,,p,w,p,w,,p,n,,
,,,,,f,f,c,,,,,,,p,p,,w,o,,,,g
e,,,n,,n,,,,,t,,s,s,,,p,w,o,,n,y,
p,,s,,f,,,c,n,,t,?,k,,w,,p,,o,,w,v,
,,,,,,f,,,,,?,,,,,,w,,,w,v,p
,k,s,,f,,f,c,,,,,s,,,p,,w,o,e,,,l
e,,,,t,,,c,,w,,b,,s,g,,,w,,p,,,d
e,,,g,,,f,c,,u,t,,,,,,p,w,,,,y,d
,,s,w,t,f,,c,,w,t,b,f,f,w,,p,w,,p,h,,g
p,,,,,y,f,c,n,,t,,,,w,p,p,w,o,,w,,
e,f,,,,,,w,,,t,b,,,,w,p,w,o,p,n,,d
p,,s,,,,f,,n,,,?,,k,,,,w,o,,,v,l
,f,f,y,f,,f,,,,,b,k,,n,b,,,o,l,h,,
,f,y,,,,f,,,,,,,,,b,p,,,l,,,
,f,,,f,,f,,,h,,,k,k,p,,p,w,,l,,,
p,,,b,,,,,b,h,,b,,f,,w,p,w,,,h,s,g
e,,f,e,,n,,c,,p,,b,s,,w,w,p,,o,,,v,
,,,n,t,n,f,c,b,,,,,,p,g,p,w,o,p,,,d
e,,,y,,l,,,b,,,,,s,,,p,w,o,p,n,,
,,,,f,,,c,n,,,?,,,,p,,,o,e,w,v,p
p,k,,e,f,y,,,,,t,?,k,k,w,,p,,o,e,,,d
e,f,,,t,n,f,,,,t,b,s,,,g,,w,o,,k,,
e,,f,n,,,,,,,,,s,s,,,,,,,n,,
p,,s,,,f,f,,b,,,,f,,,w,,w,o,,h,s,
,,y,e,,n,,c,b,p,t,b,s,,p,,,w,,p,k,,d
e,b,s,,,a,f,c,b,g,e,c,,s,,w,,w,,,k,s,
e,,,,,n,,c,,w,t,,s,,g,,,w,,p,,,d
e,,s,w,t,a,,,b,n,,,,s,,w,p,,o,,,,
,,,n,,n,,,,p,,,,s,w,,,w,o,,k,,
e,x,y,g,,n,f,,,,t,,s,,,p,,,,p,,,
p,x,y,,,s,,,n,b,t,?,k,s,,p,p,,,e,w,,
,x,,e,t,n,f,c,b,,e,?,s,,,,p,,,e,,,
p,,s,,,,f,c,b,p,t,,,s,w,w,p,w,o,p,,s,
e,,y,,t,,,c,,,t,,,,g,w,p,w,o,p,,,
,x,f,,,,,c,,g,,,s,s,,w,,,,p,,v,d
e,f,,g,,,,w,b,,t,,,f,,w,p,w,,e,,,g
,,,g,,,f,,b,,,e,s,,,w,,,o,,,a,g
e,x,y,,,,f,,b,,,,,,w,,,w,,p,k,,
e,x,y,n,t,,f,,,w,t,,,s,g,,,,o,,n,,
e,,y,w,t,,f,c,,,e,,s,,w,,p,,,,n,n,m
p,,,n,f,f,f,c,,b,,,,s,p,,p,w,,,w,,
e,,f,e,,n,,,b,p,,b,s,s,w,p,,,o,,n,,d
e,f,,w,f,n,,,,h,,e,,,,,p,,,e,k,,g
p,x,,n,f,,f,,n,,,,,s,p,,,w,,e,,,
,f,,n,,,,,n,,t,?,,,,,,,,,w,v,p
p,f,y,,f,y,f,c,n,b,t,?,,,p,p,,,o,,w,,
,,s,,,y,f,c,n,b,t,?,,,,,p,,o,,w,,d
p,x,,,f,,f,c,,,,,k,k,p,,,,,,,v,
e,x,y,n,t,a,,,b,n,,r,s,y,w,w,,w,,p,k,,p
,,,n,,l,,c,,,,,,,,w,,,,,n,s,p
e,b,s,,t,,,,,w,e,,s,,w,,p,,,,,s,
p,,,n,,s,,,n,b,,,s,k,,,p,,o,e,w,v,l
e,,f,w,,n,,w,b,,t,,,f,w,w,,w,o,e,n,a,
,x,,g,t,,,,,,t,,,s,g,,,w,o,,k,v,d
e,,y,w,,,,,,w,,?,,,w,,,,o,f,h,,d
e,,,n,,,,,b,n,,b,,,w,,p,w,o,p,n,y,
p,f,y,y,,f,f,c,,,e,b,,,n,p,,w,o,,,v,
p,f,s,w,,f,,,b,p,,b,,,w,,,,o,,h,,
,f,f,g,f,,,,b,g,,,k,,p,,,,o,,h,y,d
,k,,,,n,f,,,,e,?,,s,e,,p,w,t,,,c,
p,,,,,y,f,,,b,t,,,,,,p,,,e,,,
,,,,t,,f,,b,n,,b,s,s,,,,w,o,p,,v,
,,,n,,p,,c,,p,,,,,w,,,w,,p,,v,u
e,,,,t,a,,c,b,,,,s,y,,,,,o,,n,s,p
p,,,n,,,,c,n,,,,s,,p,,p,w,,,w,,d
,x,y,g,f,,f,,b,h,e,,k,,,,p,w,,l,,,
,,,,t,,f,,,,,e,,s,,w,p,,,p,,,u
e,k,,,,n,f,,b,,,?,k,s,,w,p,w,,p,w,s,
e,x,y,,,n,f,c,b,w,,,,s,,w,p,w,,p,,y,
,x,,w,,f,f,c,,w,,,,f,,w,,,,,h,,g
,x,s,w,f,,f,,,u,e,b,,,w,w,,w,o,,k,s,
,x,,w,f,,,w,b,w,e,,k,,,,p,w,,,,s,
,,s,,,l,,c,b,g,e,,s,s,w,,p,w,o,,,n,
p,x,,,,,f,c,,w,e,,,,w,,,,,p,k,,u
,b,,,f,,,w,b,p,,?,k,s,,,,w,t,p,,,
,x,f,,,n,f,,b,,t,,,s,w,,,w,o,p,,,
,f,y,,t,,,c,b,n,t,,,,,,p,,,p,k,,d
,f,,n,f,n,f,,,,t,,,f,w,w,,,o,,,,
p,,,n,,y,f,c,,,,?,,,w,p,p,,,,w,,p
,,,,,n,,,b,u,t,b,,,g,,p,,,p,,y,
,,,n,f,s,,,n,b,,?,k,,w,,,,,,,v,p
e,x,y,,,a,f,c,b,w,e,,s,,w,,p,w,,,n,n,g
e,,,g,f,n,,,,w,e,?,,k,,,,w,,p,w,,
e,x,f,,f,,f,w,b,,t,e,,f,w,w,p,,,,,,g
e,x,,y,t,,,c,b,w,,c,,,,w,p,w,o,p,k,n,g
p,x,,e,,,,,n,,,,k,,,,,,o,,w,v,
p,f,,,,,,,b,,e,b,,,,,p,,o,l,h,,p
,f,f,,,n,f,c,,p,,,,s,g,,p,,o,,,,
,f,,g,f,,f,,,,,e,,s,,w,,,o,e,k,s,
e,k,,,,,,,b,y,e,,s,s,,o,p,o,o,p,,,
p,f,,e,f,f,f,c,n,b,,?,s,,w,,,,o,e,,,
,,s,,f,,,,,,,,,s,,w,p,w,t,p,,,
e,,f,g,f,n,,w,b,,,e,,s,,w,p,w,,e,k,a,g
e,f,y,e,,,f,,b,p,,,s,,p,w,p,,,p,,y,d
,,y,,,a,f,c,,w,,c,,,w,w,p,,,,n,s,
,x,,g,,,f,c,,w,,,s,,,g,,,,p,n,,
p,x,,n,f,,f,c,,,,?,k,k,,,,,,e,w,v,
,f,,,f,,,,,,t,e,f,f,,,,w,o,,n,,g
,b,s,,f,,,,b,n,e,?,,s,,o,,,,,,v,l
,,,,t,,f,,b,n,t,b,,,,p,p,,o,,n,,
,x,,,f,,f,c,n,b,t,?,,s,w,,p,w,,,,v,
p,,,g,f,,,,b,,,b,,k,,b,,w,,,h,,p
,f,y,,f,s,,c,n,b,t,?,,,p,,p,,,,w,,
p,f,y,,f,,,c,n,b,t,?,s,k,,,p,,o,,w,v,d
p,x,,n,t,p,f,c,,,,,,,,,p,w,,p,,v,g
e,,,n,t,n,,c,,,,,s,s,g,g,p,w,,,n,,d
e,x,,,f,,f,,,g,e,,,s,,,,w,t,p,w,n,
,,,,f,f,,,,,t,,k,k,w,,,w,o,,,,
p,,y,,f,f,f,c,b,,e,b,k,k,,,p,,o,l,h,,g
p,,y,y,f,,,,b,h,,b,,k,p,,p,,o,,,,
,,,,,s,,c,n,,,,k,s,,,p,,o,,,,
,,,,t,a,f,c,b,,,,s,,w,,,,,,n,s,p
p,,y,w,t,,,,,,,e,s,,w,w,,w,o,p,k,s,g
p,,f,,f,f,f,,b,p,e,b,k,,b,p,p,,o,l,,y,
,f,,c,,n,f,w,,w,e,b,,s,,n,,w,,,w,v,
e,x,s,n,f,,f,,,,,,s,s,,w,,w,o,,,a,g
e,,f,n,t,n,,,b,,t,b,,,w,,p,,,,k,,
,,,g,,f,,c,b,g,,,,,,,p,,o,l,,v,
,f,,e,f,f,f,,,b,,,,s,,,,w,o,e,,,l
e,f,,w,,,f,,b,,t,e,,f,w,w,p,w,,e,n,s,
p,,,,f,,,c,,,,,k,,n,,,,o,,h,,
p,x,,n,t,,,c,n,,,e,s,,w,w,,,,,,,g
,f,,n,,,,c,,,t,,,,g,p,,,,,,v,
,x,f,,f,,f,,,p,,,s,,w,w,,,,e,n,s,
,,y,,,l,f,c,b,w,e,,s,,w,,p,w,o,p,k,,
p,f,f,,,,f,,b,p,,b,,,,,p,w,,,,,p
,,y,e,,,,c,,,t,?,,s,w,w,p,,,,,v,l
,b,y,,t,,,c,,,e,c,s,s,w,w,,w,o,p,k,s,g
e,x,,,f,,,w,b,h,t,,f,,,w,,w,,e,n,,
e,x,,,,n,f,,b,,t,b,,,p,,p,w,o,,k,,d
p,x,s,w,t,,,c,,h,t,b,,,,w,,w,o,,,,
e,,f,e,t,n,,c,b,w,t,b,s,s,g,,p,w,,,,y,
p,x,,n,,f,,c,n,b,,?,s,k,w,,p,,o,,w,v,
,,,g,,n,,,,n,,,,,,,,,,,,,
,,,y,f,f,,,,p,,b,k,,p,,p,w,,,,y,
,x,f,g,f,f,,c,b,h,e,,,,n,,,,o,,h,,g
e,x,y,,,,,c,b,p,e,r,s,y,,w,,,o,,,,g
e,,,,t,,f,c,b,,,,,,g,g,p,w,,,,y,d
p,x,y,g,,f,,c,,g,e,b,,,n,b,,,,,,,g
,,f,,,,,w,,k,t,,f,,,w,p,w,,,,,
e,,,c,,n,,,n,w,e,b,f,,w,n,p,w,,e,w,,l
,f,s,w,,p,f,c,n,n,e,,s,,w,w,,w,o,,k,,
,x,,,t,,f,,b,k,e,,,s,w,w,,w,,,,s,m
,,s,n,f,n,,,,h,,e,,,,,,w,o,,,,
e,,,,f,n,,w,,p,e,,,,,w,p,,,p,w,,g
p,f,f,y,,,,,,g,,b,,k,,b,p,,o,,h,,
p,x,,e,f,,,,n,,,,s,,,,p,w,o,,w,,
e,,y,g,,n,f,,,u,,,s,s,g,g,,,,,,v,
e,,,,t,,f,c,b,n,e,,,,w,,,,,,n,s,g
,x,s,,,n,f,w,,n,,e,f,,,,,,,,,s,g
,,s,,,f,f,,b,,t,b,,,w,,,w,o,p,h,s,
,k,,n,,,f,c,n,b,t,?,,,w,,,w,o,e,w,,l
p,,,g,f,,f,c,b,,,,k,,,p,,w,,,h,v,
,,y,,f,s,,,n,,t,?,,,w,p,,w,,,w,v,d
p,x,,,f,,,,,,e,?,,y,w,,,w,o,,,,
e,k,f,w,f,n,f,,b,p,,,,k,,,p,,,,,s,
e,,f,e,,,,c,b,u,t,,s,s,,p,p,,o,,,,d
,b,,,t,l,,c,,w,,c,s,s,,w,,,o,,n,n,
,x,,g,t,n,f,c,,,,,s,s,p,,,,o,,,,d
,,f,n,,,,,b,n,,e,,,w,,,w,o,,k,a,g
,,y,,,,f,,n,,e,,,,w,w,p,,,f,,,d
,x,,e,,n,f,,b,,,b,s,s,w,,,,,,k,,d
p,,,y,,,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,,d
,,y,,t,n,,,,w,t,,s,s,,g,p,,o,p,n,y,d
p,k,,,f,,f,,n,b,t,?,,k,p,p,,,,e,w,,l
,x,y,,,n,f,c,b,,t,,s,,,,p,,,,,,
,,f,,,,,c,,,e,,k,k,,p,p,w,,l,,v,
,,y,,f,f,f,,b,g,e,b,,,,b,,,o,,,y,d
,x,y,,,a,,c,b,g,,c,s,s,,w,p,w,o,p,k,,g
,f,f,,,,f,,,,e,,k,k,,,,,o,,,,p
e,,,y,t,,,c,,,e,r,s,,w,w,,,o,,,s,p
p,x,,,f,s,f,,n,b,,?,s,,p,w,p,w,,e,w,v,d
,k,,,f,,f,c,n,b,,?,,,w,w,,,o,e,w,v,
p,,,,,,,,,p,e,b,,k,,,,w,o,l,h,y,d
e,b,,,,,,,,k,,,s,s,w,,p,,o,p,k,s,
,x,,w,,f,,,b,p,,,s,,w,,,,,,h,v,
,x,f,w,,n,f,w,b,,e,?,s,,w,,,,,p,w,s,g
,x,s,b,t,,,c,b,,t,,f,,w,w,p,,,p,h,,
e,f,f,g,f,n,f,w,b,h,t,e,s,f,,,,w,,e,,,g
,f,y,e,,f,,c,,,t,?,,,,p,,,,,w,,l
,f,s,e,,f,,,n,,t,?,,k,p,,,,o,,,v,p
,f,s,,,,,,b,,t,b,s,,w,w,p,,o,,,,u
,,,,,p,f,,n,,e,,s,s,w,w,p,,o,p,,,
e,x,,g,,n,f,,b,u,t,,,s,p,p,p,w,,p,,v,d
p,,f,p,,,,,,,e,,s,s,,,,w,o,p,k,,d
p,x,y,y,f,,f,,b,p,,,,,b,b,p,,,,,y,
,,,,,,,c,,p,e,e,s,s,w,w,,,o,,n,v,
,f,,,f,y,f,c,n,b,,?,,s,w,,,,,e,,v,
e,x,,,t,n,f,c,,,t,,s,s,,w,,,,p,n,v,d
,f,y,n,t,,,,n,,e,,s,s,,w,,,o,,n,,
,x,,n,,s,,c,n,,,,s,,,,,,o,e,,,
,f,s,n,,p,f,,,n,,e,s,,w,,,w,o,p,,,
p,,,,,f,,c,b,h,e,,,,,,p,w,o,,,,
,,,,f,f,f,,,h,,b,,k,p,p,,w,,l,h,y,
e,f,,y,t,l,f,c,,n,e,,,y,w,w,,w,,,n,y,
e,,,,t,,,,b,,e,,,s,,w,p,,,p,n,,
p,,,g,f,c,,c,n,,,,s,,w,w,p,w,,,,,
,,y,,f,,,,n,b,,?,s,k,,p,,,,e,w,v,
,,,,t,,,c,b,u,t,,,s,g,g,p,,o,,k,v,
p,x,,g,f,,f,,,h,,,k,,p,,,w,,l,h,,d
,,,,,,,,b,,,,,,,,p,w,o,p,h,,u
,,,,,,f,c,b,p,t,,,s,,,,w,o,,,,
e,,y,,t,n,f,,b,,t,,,,,,p,w,,,,v,
e,x,,w,,n,,,b,n,t,e,,,w,w,p,w,o,e,,a,g
,,,g,,,f,c,,,e,,k,,,n,p,w,o,,h,,
,x,y,n,f,,f,c,n,,t,?,k,s,w,,p,w,,,w,,
,,,e,t,n,f,,,w,,?,,,w,e,p,,,e,w,,
,b,y,w,,n,,c,,r,e,b,s,,w,w,p,,,p,,,m
,,y,,,n,,c,b,,,b,,,,,p,,o,,,,d
e,,,,,,,c,b,p,e,,,,,w,,w,o,p,n,,
,,,g,,,,c,,p,,,,,,,p,,,,k,,
,,,,,n,f,c,,,t,,,s,,,p,,,,,y,d
,f,,,,s,f,c,n,b,t,?,s,,,,,w,o,,,v,p
,,,w,f,,f,c,n,w,,,,,w,,,w,o,,,v,d
,,,,,n,f,c,,n,t,,s,s,p,p,p,w,o,p,n,y,d
p,,y,g,f,f,,,,g,,,k,,,n,p,w,,,h,y,d
,f,,,,p,,c,,,e,e,s,,w,w,p,,o,p,,,u
e,,y,e,,n,,c,,,,b,s,s,p,w,p,w,,,k,,
,f,,,t,,f,,,,t,,s,s,,w,p,,o,p,,,d
,f,,,t,n,,,b,p,,,,,w,,,,o,,k,v,d
p,,,p,f,c,,,n,u,,,s,s,,w,,w,,,,,
p,,s,,t,,f,c,b,p,t,,s,f,w,,,w,,,h,,g
p,x,s,,,,,,,b,t,,,s,,w,,w,o,,,v,
,f,,g,f,f,f,,b,g,e,b,k,k,,,,,,l,,v,
e,f,,g,,,,,b,,t,,,s,,g,,w,o,,k,,
,,,,t,,f,,b,,,c,s,,w,,p,,,p,k,,g
e,x,,n,f,,,,,,e,?,,,,,p,o,o,p,,,l
,x,f,y,f,f,f,c,,g,e,b,k,k,b,,p,,o,l,,v,
p,,y,w,t,n,f,,b,g,e,,,,w,,,,t,,,v,g
,,s,,f,,,c,n,,,?,k,,,p,,w,,,,v,l
,k,s,,f,,,,,b,,,,k,,w,p,,o,e,w,,p
,f,,e,,,f,,n,,,?,,,p,p,p,,o,e,,v,d
e,,,n,f,,f,w,,,t,e,s,,,w,p,,o,,k,,
p,x,s,,,p,,,n,,,,,,,,p,,,,,s,
,x,f,n,,,,,b,h,,e,,f,,w,p,,o,,n,s,g
p,,s,e,,s,f,,n,,,?,s,k,p,,,w,,,,,
p,,,,f,f,,,,b,t,?,k,,,w,p,w,o,,w,,l
,f,s,g,t,f,,,,,t,b,,f,w,,p,w,,p,h,,
p,f,,g,,,f,,,,,,,k,,,p,,o,,,,
,,,e,t,n,,c,,,,,,,,w,p,w,o,,k,,d
p,f,,,,,,c,,h,,,,,p,b,p,w,o,l,h,,p
,,,n,t,a,,c,b,n,,,s,,,w,p,w,,p,k,y,
,,,,t,,,,b,,,,s,,,g,p,w,,,n,y,
,,,,,,f,,b,,e,,k,k,b,p,p,w,,l,,,
p,x,s,,f,,,c,n,b,,?,,,p,w,p,,,e,w,,
e,,,,f,n,,c,,,,?,s,s,,o,,,o,,b,v,
,,y,,,,f,c,,,t,?,k,,,w,,,,e,w,,d
,,y,n,f,,,c,n,b,,,s,k,,p,p,,o,,w,v,
e,,,y,t,a,,c,b,n,,r,,,w,w,p,,,,,s,g
,,y,n,,n,f,,,,t,,,s,,w,,,,,,y,
p,,,b,,,f,c,,,,,,s,w,w,p,,,,r,v,
,,s,,,,f,c,b,,e,,,,w,,p,w,t,p,r,v,g
,f,y,,t,,,,b,n,t,b,,,,,,,o,p,k,,d
,,,,,f,,c,,h,,b,k,,,b,p,,o,,,,
p,,f,y,,,,c,b,p,e,b,,k,b,b,,w,o,,h,,
p,f,,,,,f,c,n,b,,,,s,w,p,p,w,,,,,d
,,f,,f,n,f,w,b,,,,,f,,,,w,o,e,,,
,x,y,e,,,f,c,b,n,t,b,,,,,,w,,,,,d
p,,,n,t,p,f,,,,,,s,s,w,w,,,,,n,,
e,,,n,,n,,,b,y,e,?,s,,,,,n,,p,,,
,x,,,f,,,,n,n,,,s,,w,w,,,o,,k,,
e,,,,,,,,b,,,r,s,,w,,p,w,,p,,s,
p,f,,,,,,c,,,,,s,k,w,,p,,,,w,,
,,,e,,f,,c,n,b,,?,,k,,,,w,,,,v,
e,f,y,g,t,,,,b,,t,b,,s,,g,,w,o,p,k,,d
e,,,,,,,,b,n,e,,s,,w,,p,w,,,,y,g
,k,,,,m,,,,w,,c,,,,,,w,n,n,w,c,
,,,y,f,f,f,c,b,,,b,k,k,b,,p,w,o,,,,d
e,x,,e,t,n,,c,b,,,b,,s,,,,,,,k,v,
p,,y,n,,,,,,b,t,?,,,,p,,w,o,e,w,v,l
p,,,,f,,f,c,n,,,?,,s,,,,,,,,,d
,,y,n,,,,,b,n,,,,,w,,p,,,,k,y,p
p,x,y,,,f,f,,b,p,,,k,k,,p,p,,o,l,,v,
,,y,e,,n,f,,,,,,,,,,,,,p,n,v,
,,,y,,,f,c,,,,,k,,b,,,w,,l,h,y,p
e,,,y,,l,,,b,,e,c,,s,w,w,p,w,,p,,,g
,x,f,p,,,,c,n,n,,,,s,w,,p,w,,,,,
,,s,,,y,f,,,b,,?,,,,p,p,,,e,,v,
,,s,,,n,,,,,t,,,f,w,w,,,,,n,s,
,x,s,n,,,a,,,n,e,,s,,o,,,,,p,n,v,
,,f,e,,,,c,b,,,b,,s,g,,p,,o,,,v,d
p,f,f,g,f,,f,,,,,b,,k,,,,,,,h,,
e,,,w,t,,,w,n,,t,b,s,s,,w,p,w,,p,u,v,
e,,y,e,,n,f,c,,,,b,,s,w,,,,,p,n,,d
e,x,,,t,a,f,,,w,e,,s,s,,w,p,,,,,n,m
p,,s,e,f,y,f,,,b,,,k,,,w,p,,o,,w,,p
e,x,f,,f,,,,b,,,e,f,,w,w,,w,o,,,,
e,f,,g,,,,c,b,u,,b,s,s,w,p,,w,,p,k,y,
,x,s,,,,,,,,e,c,s,,,w,p,w,o,p,k,,m
,x,f,,,f,,,b,,e,,k,k,b,,p,w,,,h,,d
p,,,,,f,,c,n,b,t,,,,p,w,,,,,,,
e,x,y,w,t,l,,,,,e,,,,w,,p,,o,p,n,,m
,,y,,,,,c,,,t,,s,s,w,,,,,e,w,,
p,,,g,,,f,c,b,,e,,,,n,,,w,,,h,v,d
,f,,g,f,f,f,c,b,,e,,k,k,,p,p,w,,,h,,
p,x,f,y,,f,f,c,b,,e,b,k,k,n,b,,w,o,,h,v,
e,,y,,,l,,c,b,n,,c,s,,,,,w,o,,,,g
,k,y,e,,s,f,c,n,,,?,,,w,p,p,w,o,e,,,
,,s,e,f,s,f,,,,,?,,k,p,,,,,e,,v,
,,f,,t,,,c,,,,b,s,s,w,,p,,o,,k,,d
p,f,,,,f,,,,,,,k,,,p,p,,o,,h,v,d
p,k,y,,,,f,c,n,b,t,,,k,p,,p,w,o,e,w,,
e,,s,,,,f,,,,,,,s,,e,p,,,,w,,w
e,b,,w,t,,,c,b,,,c,s,,,,,w,,,,n,
p,x,f,g,f,,f,c,,,,b,k,,p,,,w,o,,h,,p
,f,,e,t,n,f,c,b,,t,,,s,,,,w,o,,n,,
p,x,,,f,,f,c,n,,t,?,,k,p,,p,w,o,e,w,,
p,f,s,,,,f,,n,b,t,?,k,s,,w,,w,o,,,,
e,f,,,,n,f,,,w,,,,,p,g,,w,o,p,n,y,d
,x,f,n,t,n,,c,b,u,t,,,,g,p,,,,p,n,,
p,x,,e,,y,,,n,b,,?,s,,,,,w,o,,w,,
e,x,,g,t,,f,c,b,u,t,,s,,,g,p,,o,,n,,
,,y,,t,l,f,,b,w,e,r,s,,,w,,w,o,,k,y,p
,f,,,,p,,,,w,e,,,s,,,p,,,p,,,
p,,,b,t,f,f,,,w,t,b,s,f,w,w,p,,o,p,,,u
p,f,f,g,f,f,f,c,,h,,,,k,p,b,,w,,l,,,
e,,f,,,n,f,,,,e,,,,,w,p,w,t,p,,,g
p,f,,w,,,,,n,,,e,s,s,,,,,o,,,v,u
e,x,,y,t,,f,c,,w,,,,,w,,p,w,,,n,,m
e,x,y,,,n,f,,b,w,t,,s,,,w,p,w,o,,,y,d
,f,f,,,n,f,c,,w,t,,s,,,,,,,p,k,,
e,f,,n,,,,,b,p,,,f,,w,,,w,o,e,,,
e,,,e,t,n,,c,b,,,,,,w,g,,,o,,,,
e,,s,,,n,f,,b,,e,b,s,s,,w,,,t,,,,p
,x,f,w,f,,,,,,e,,,s,,w,p,w,t,,w,,g
,x,,e,,,f,,,,t,,s,k,,,,,o,e,,v,d
p,f,,,f,,,c,,g,,,k,k,b,,,,o,,,,p
,,,e,f,s,f,,n,,,,,,w,w,p,w,,,,,d
,,,,t,,,,,,t,,,s,w,,p,w,o,,,,
e,f,,g,,,,,b,p,t,b,,s,w,w,,,,p,k,,
,,,e,t,n,,,,,t,b,,s,,p,p,w,,p,n,y,
e,x,f,,,,,w,b,,t,e,,,,,p,w,,,,s,g
,b,y,,,a,f,,b,w,e,c,,s,w,,,,o,p,,,m
p,,,n,,p,f,,n,,,,,,,w,p,w,o,,,s,
e,x,s,,,,,c,,w,,b,s,s,w,,p,,,p,w,,
,f,s,,,,,,,,e,,s,s,,,p,,,p,,,
p,f,y,,f,,,,b,,,,,,,c,p,w,n,n,w,,
,x,f,e,t,,f,c,,,,,,,p,w,,w,o,p,k,y,
,f,s,,,,f,c,n,,,,,s,w,,p,,o,,w,,
e,,,,t,n,f,,,u,,b,,s,,g,,w,o,,k,v,
,,s,n,f,y,f,c,n,b,,?,,,,,p,,,e,,,p
,x,,n,,,f,c,,w,t,,,s,,,p,,o,,n,,
,f,s,,,f,,c,b,p,,,,,w,,,w,o,,,v,
,k,,,,,f,c,,,,,s,s,e,e,p,w,t,e,,c,
e,b,,y,,a,f,,b,,e,c,,s,,w,p,,,p,,n,g
,,f,w,f,,,,,,t,e,s,,,w,p,w,,e,n,,g
e,x,,,t,n,f,c,b,w,,?,s,s,w,e,,w,,,,,w
,f,,,,,,,b,n,e,,s,y,w,,,,,p,k,,p
,f,s,n,f,,,,b,o,,,s,,,,,o,o,p,y,,l
e,,,n,,n,,c,,e,e,?,s,s,,,,,t,e,w,c,w
,x,,p,f,c,,c,n,,e,b,,s,,,,w,,p,,,
,,s,,f,,,,b,,,,,,,,p,,t,,w,n,
e,,,,t,n,,,,w,t,b,,,,w,p,,o,,n,v,
,,s,,,,,c,b,o,e,,,s,,,p,,o,p,,c,l
,,,w,,,,w,n,,,,,,w,w,,w,o,,n,,
